"","cities","countries","aqi_table.X2024"
"842","Lat Sawai","Thailand",23.9
"843","Luorong","China",23.8
"844","Japalak","Kyrgyzstan",23.8
"845","Wang Thong","Thailand",23.8
"846","Burunday","Kazakhstan",23.7
"847","Bitola","North Macedonia",23.7
"848","Riyadh","Saudi Arabia",23.7
"849","Rio Branco","Brazil",23.6
"850","Los Cerrillos","Chile",23.6
"851","Baishan","China",23.6
"852","Karambakkudi","India",23.6
"853","Tanah Merah","Malaysia",23.6
"854","Novi Beograd","Serbia",23.6
"855","San Sai","Thailand",23.6
"856","Nam Rit","Thailand",23.6
"857","Douala","Cameroon",23.5
"858","Sivasagar","India",23.5
"859","Ban Mai","Thailand",23.5
"860","Lien Quan","Vietnam",23.5
"861","Bijie","China",23.4
"862","Qianzhou","China",23.4
"863","Fenyi","China",23.4
"864","Bortala","China",23.4
"865","Kutina","Croatia",23.4
"866","Santa Anita","Peru",23.4
"867","Kilinochchi","Sri Lanka",23.4
"868","Settimo Milanese","Italy",23.3
"869","Tarapoto","Peru",23.3
"870","Mae Sot","Thailand",23.3
"871","Hechi","China",23.2
"872","Ordos","China",23.2
"873","Cuidad Benito Juarez","Mexico",23.2
"874","Usce","Serbia",23.2
"875","Obrenovac","Serbia",23.2
"876","Amnat Charoen","Thailand",23.2
"877","Doboj","Bosnia Herzegovina",23.1
"878","Wuzhou","China",23.1
"879","Taizhou","China",23.1
"880","Batam","Indonesia",23.1
"881","Ovca","Serbia",23.1
"882","Khon Kaen","Thailand",23.1
"883","Khlong Phra Udom","Thailand",23.1
"884","Cayirova","Turkey",23.1
"885","Travnik","Bosnia Herzegovina",23
"886","Rust'avi","Georgia",23
"887","Rop Wiang","Thailand",23
"888","Tha Muang","Thailand",23
"889","Ban Pong","Thailand",23
"890","Pudahuel","Chile",22.9
"891","Shaoguan","China",22.9
"892","Zunyi","China",22.9
"893","Silchar","India",22.9
"894","Cremona","Italy",22.9
"895","Kavadarci","North Macedonia",22.9
"896","Urganch","Uzbekistan",22.9
"897","Lukavac","Bosnia Herzegovina",22.8
"898","Ningbo","China",22.8
"899","Varanasi","India",22.8
"900","Erbil","Iraq",22.8
"901","Pirot","Serbia",22.8
"902","Nis","Serbia",22.8
"903","Qiqihar","China",22.7
"904","Puducherry","India",22.7
"905","Tulkarm","Palestine",22.7
"906","Dambulla","Sri Lanka",22.7
"907","Pathum Thani","Thailand",22.7
"908","Chaozhou","China",22.6
"909","Beihai","China",22.6
"910","Shangrao","China",22.6
"911","Rizal","Philippines",22.6
"912","Khuma","South Africa",22.6
"913","Tha Maka","Thailand",22.6
"914","Hekimdag","Turkey",22.6
"915","Puer","China",22.5
"916","Khlong Si","Thailand",22.5
"917","Yang Sai","Thailand",22.5
"918","Zhaotong","China",22.4
"919","Melaka","Malaysia",22.4
"920","Petaling Jaya","Malaysia",22.4
"921","Qibray","Uzbekistan",22.4
"922","Santa Cruz de la Sierra","Bolivia",22.3
"923","Bagalkot","India",22.3
"924","Dakar","Senegal",22.3
"925","Sopot","Serbia",22.3
"926","Saraburi","Thailand",22.3
"927","Rancagua","Chile",22.2
"928","Yingtan","China",22.2
"929","Baicheng","China",22.2
"930","Wenzhou","China",22.2
"931","Addis Ababa","Ethiopia",22.2
"932","Korba","India",22.2
"933","Bengkulu","Indonesia",22.2
"934","Sokuluk","Kyrgyzstan",22.2
"935","Berea","South Africa",22.2
"936","Bang Nam Chuet","Thailand",22.2
"937","Rua Yai","Thailand",22.2
"938","Osasco","Brazil",22.1
"939","Jiangmen","China",22.1
"940","Yogyakarta","Indonesia",22.1
"941","Zemun","Serbia",22.1
"942","Mae Chan","Thailand",22.1
"943","Ayutthaya","Thailand",22.1
"944","Tongren","China",22
"945","Chengde","China",22
"946","Sesto San Giovanni","Italy",22
"947","Dej","Romania",22
"948","Chaiyaphum","Thailand",22
"949","Cobija","Bolivia",21.9
"950","Phnom Penh","Cambodia",21.9
"951","Coronel","Chile",21.9
"952","Kelar","Iraq",21.9
"953","Kota Bharu","Malaysia",21.9
"954","Seri Manjung","Malaysia",21.9
"955","Omoljica","Serbia",21.9
"956","Plaeng Yao","Thailand",21.9
"957","Aydin","Turkey",21.9
"958","Sakarya","Turkey",21.9
"959","Zhushan Qu","China",21.8
"960","Maros","Indonesia",21.8
"961","Palembang","Indonesia",21.8
"962","Or Yehuda","Israel",21.8
"963","Baytik","Kyrgyzstan",21.8
"964","Smederevo","Serbia",21.8
"965","Bang Kruai","Thailand",21.8
"966","Talat Khwan","Thailand",21.8
"967","Corum","Turkey",21.8
"968","Foshan","China",21.7
"969","Fuzhou","China",21.7
"970","Tonghua","China",21.7
"971","Ioannina","Greece",21.7
"972","Dudince","Slovakia",21.7
"973","Maoming","China",21.6
"974","Ramla","Israel",21.6
"975","Celaya","Mexico",21.6
"976","Skopje","North Macedonia",21.6
"977","Malham","Saudi Arabia",21.6
"978","Rakovica","Serbia",21.6
"979","Bang Yai","Thailand",21.6
"980","Tak","Thailand",21.6
"981","South Padre Island","USA",21.6
"982","Zhaoqing","China",21.5
"983","Hegang","China",21.5
"984","Heihe","China",21.5
"985","Orzesze","Poland",21.5
"986","Stari Grad","Serbia",21.5
"987","Ang Thong","Thailand",21.5
"988","Nakhon Ratchasima","Thailand",21.5
"989","Maptaphut","Thailand",21.5
"990","Di An","Vietnam",21.5
"991","Huangshan","China",21.4
"992","Fangchenggang","China",21.4
"993","Shivamogga","India",21.4
"994","Padalarang","Indonesia",21.4
"995","Bat Yam","Israel",21.4
"996","Alessandria","Italy",21.4
"997","Lusaka","Zambia",21.4
"998","Zhangjiakou Shi Xuanhua Qu","China",21.3
"999","Jambi","Indonesia",21.3
"1000","Ipoh","Malaysia",21.3
"1001","Trincomalee","Sri Lanka",21.3
"1002","San Kamphaeng","Thailand",21.3
"1003","Trat","Thailand",21.3
"1004","Machali","Chile",21.2
"1005","Gannan","China",21.2
"1006","Anshun","China",21.2
"1007","Gossolengo","Italy",21.2
"1008","Santa Cristina e Bissone","Italy",21.2
"1009","Bishkek","Kyrgyzstan",21.2
"1010","Raciborz","Poland",21.2
"1011","Yeoju","South Korea",21.2
"1012","San Felipe","Chile",21.1
"1013","Yichun","China",21.1
"1014","Villa Nueva","Guatemala",21.1
"1015","Gaggiano","Italy",21.1
"1016","Lichtenburg","South Africa",21.1
"1017","Tangjin","South Korea",21.1
"1018","Erzincan","Turkey",21.1
"1019","Qiandongnan","China",21
"1020","Jianguang","China",21
"1021","Zhanjiang","China",20.9
"1022","Jining","China",20.9
"1023","Pekanbaru","Indonesia",20.9
"1024","Oskemen","Kazakhstan",20.9
"1025","Alvaro Obregon","Mexico",20.9
"1026","Puerto Maldonado","Peru",20.9
"1027","Zvezdara","Serbia",20.9
"1028","Kragujevac","Serbia",20.9
"1029","Bukhara","Uzbekistan",20.9
"1030","Van Dinh","Vietnam",20.9
"1031","Ho Chi Minh City","Vietnam",20.9
"1032","Rio Claro","Brazil",20.8
"1033","Guangzhou","China",20.8
"1034","Qiandongnan","China",20.8
"1035","Haikou","China",20.8
"1036","Kalaburgi","India",20.8
"1037","Bareilly","India",20.8
"1038","Chiaravalle","Italy",20.8
"1039","Tsetserleg","Mongolia",20.8
"1040","Rudeni","Romania",20.8
"1041","Quilicura","Chile",20.7
"1042","Longnan","China",20.7
"1043","Yangjiang","China",20.7
"1044","Wendeng","China",20.7
"1045","Zgierz","Poland",20.7
"1046","Rusanj","Serbia",20.7
"1047","Pyeongtaek","South Korea",20.7
"1048","Bueng Kan","Thailand",20.7
"1049","Phitsanulok","Thailand",20.7
"1050","Si Sa Ket","Thailand",20.7
"1051","Penaflor","Chile",20.6
"1052","Ariyalur","India",20.6
"1053","Buffalora-Bettole","Italy",20.6
"1054","Kraljevo","Serbia",20.6
"1055","Yesan","South Korea",20.6
"1056","Novi Grad","Bosnia Herzegovina",20.5
"1057","Llaillay","Chile",20.5
"1058","Surakarta","Indonesia",20.5
"1059","Osh","Kyrgyzstan",20.5
"1060","Antananarivo","Madagascar",20.5
"1061","Asan","South Korea",20.5
"1062","Udon Thani","Thailand",20.5
"1063","Corlu","Turkey",20.5
"1064","Qingyuan","China",20.4
"1065","Miskolc","Hungary",20.4
"1066","Pervomayka","Kazakhstan",20.4
"1067","Taiping","Malaysia",20.4
"1068","Qianxinan","China",20.3
"1069","Caldas","Colombia",20.3
"1070","Ramanathapuram","India",20.3
"1071","Bnei Atarot","Israel",20.3
"1072","Almaty","Kazakhstan",20.3
"1073","Ciudad Apodaca","Mexico",20.3
"1074","General Escobedo","Mexico",20.3
"1075","Jalbun","Palestine",20.3
"1076","Middelburg","South Africa",20.3
"1077","Pong Pha","Thailand",20.3
"1078","Korfez","Turkey",20.3
"1079","Karamay","China",20.2
"1080","Morelia","Mexico",20.2
"1081","Jastrzebie Zdroj","Poland",20.2
"1082","Paracin","Serbia",20.2
"1083","Vozdovac","Serbia",20.2
"1084","Vracar","Serbia",20.2
"1085","Veľká Ida","Slovakia",20.2
"1086","Parkent","Uzbekistan",20.2
"1087","Longnan","China",20.1
"1088","Belgaum","India",20.1
"1089","Schivenoglia","Italy",20.1
"1090","Capannori","Italy",20.1
"1091","Kamphaeng Phet","Thailand",20.1
"1092","Bang Talat","Thailand",20.1
"1093","Kyotera","Uganda",20.1
"1094","Dongguan","China",20
"1095","Ganzhou","China",20
"1096","Santa Catarina Pinula","Guatemala",20
"1097","Saronno","Italy",20
"1098","Ban Thateng","Laos",20
"1099","Simpang Ampat","Malaysia",20
"1100","Skarzysko-Kamienna","Poland",20
"1101","Rim Kok","Thailand",20
"1102","Ribeirao Preto","Brazil",19.9
"1103","Holon","Israel",19.9
"1104","Dalmine","Italy",19.9
"1105","Shymkent","Kazakhstan",19.9
"1106","Tripoli","Libya",19.9
"1107","Alor Gajah","Malaysia",19.9
"1108","Anseong","South Korea",19.9
"1109","Gampaha","Sri Lanka",19.9
"1110","Hnevosice","Czech Republic",19.8
"1111","Cigliano","Italy",19.8
"1112","Nong Prue","Thailand",19.8
"1113","Baijiantan","China",19.7
"1114","Manipala","India",19.7
"1115","Padova","Italy",19.7
"1116","Guadalupe","Mexico",19.7
"1117","Apalit","Philippines",19.7
"1118","Surin","Thailand",19.7
"1119","Zhongshan","China",19.6
"1120","Pinas","Philippines",19.6
"1121","Pretoria","South Africa",19.6
"1122","Siheung","South Korea",19.6
"1123","Khlong Luang","Thailand",19.6
"1124","Heyuan","China",19.5
"1125","Hulunbeir","China",19.5
"1126","Tel Aviv-Yafo","Israel",19.5
"1127","Mexico City","Mexico",19.5
"1128","Krzanowice","Poland",19.5
"1129","Sremski Karlovci","Serbia",19.5
"1130","Zarnovica","Slovakia",19.5
"1131","Cheonan","South Korea",19.5
"1132","Racha Thewa","Thailand",19.5
"1133","Spencer Gulf","Australia",19.4
"1134","Carapicuiba","Brazil",19.4
"1135","Mysuru","India",19.4
"1136","Corsico","Italy",19.4
"1137","Sannazzaro de' Burgondi","Italy",19.4
"1138","Włocławek","Poland",19.4
"1139","Yangsan","South Korea",19.4
"1140","Ourense","Spain",19.4
"1141","Mueang Nonthaburi","Thailand",19.4
"1142","Pluak Daeng","Thailand",19.4
"1143","Bursa","Turkey",19.4
"1144","Shantou","China",19.3
"1145","Yunfu","China",19.3
"1146","Guiyang","China",19.3
"1147","Poyang","China",19.3
"1148","Sabaneta","Colombia",19.3
"1149","Sajószentpéter","Hungary",19.3
"1150","San Nicolas de los Garza","Mexico",19.3
"1151","Suceava","Romania",19.3
"1152","Ban Talat Bueng","Thailand",19.3
"1153","Nakhon Nayok","Thailand",19.3
"1154","Sakon Nakhon","Thailand",19.3
"1155","Chillan","Chile",19.2
"1156","Puente Alto","Chile",19.2
"1157","San Antonio","Chile",19.2
"1158","Chuxiong","China",19.2
"1159","Yuxi","China",19.2
"1160","Bielsko-Biala","Poland",19.2
"1161","Gimpo","South Korea",19.2
"1162","Hwaseong","South Korea",19.2
"1163","Erzurum","Turkey",19.2
"1164","Xapuri","Brazil",19.1
"1165","Mujiayingzi","China",19.1
"1166","Jingdezhen","China",19.1
"1167","Weihai","China",19.1
"1168","Veles","North Macedonia",19.1
"1169","Icheon","South Korea",19.1
"1170","Incheon","South Korea",19.1
"1171","Nakhon Chai Si","Thailand",19.1
"1172","Nujiang","China",19
"1173","Koprivnica","Croatia",19
"1174","Pancevo","Serbia",19
"1175","Kunming","China",18.9
"1176","Majie","China",18.9
"1177","Guatemala City","Guatemala",18.9
"1178","Cukarica","Serbia",18.9
"1179","Murska Sobota","Slovenia",18.9
"1180","Secunda","South Africa",18.9
"1181","Tainan","Taiwan",18.9
"1182","Bangkok","Thailand",18.9
"1183","Chon Buri","Thailand",18.9
"1184","Kars","Turkey",18.9
"1185","Talagante","Chile",18.8
"1186","Ciudad de Mexico","Mexico",18.8
"1187","Jelsava","Slovakia",18.8
"1188","Borsky Mikulas","Slovakia",18.8
"1189","Anyang","South Korea",18.8
"1190","Kurunegala","Sri Lanka",18.8
"1191","Manoel Urbano","Brazil",18.7
"1192","Santa Rosa do Purus","Brazil",18.7
"1193","Hualpen","Chile",18.7
"1194","Liupanshui","China",18.7
"1195","Dukan","Iraq",18.7
"1196","Maputo","Mozambique",18.7
"1197","Balfour","South Africa",18.7
"1198","Goyang","South Korea",18.7
"1199","Jaffna","Sri Lanka",18.7
"1200","Pong","Thailand",18.7
"1201","Pakkret","Thailand",18.7
"1202","Hainan","China",18.6
"1203","La Estrella","Colombia",18.6
"1204","Chamarajanagar","India",18.6
"1205","Volla","Italy",18.6
"1206","Ponti sul Mincio","Italy",18.6
"1207","Venice","Italy",18.6
"1208","Parit Sulong","Malaysia",18.6
"1209","Kuala Selangor","Malaysia",18.6
"1210","Nikšić","Montenegro",18.6
"1211","Mohmand Agency","Pakistan",18.6
"1212","Kielce","Poland",18.6
"1213","Dzialdowo","Poland",18.6
"1214","Digana","Sri Lanka",18.6
"1215","Lam Luk Ka","Thailand",18.6
"1216","Phra Pradaeng","Thailand",18.6
"1217","Talcahuano","Chile",18.5
"1218","Rengo","Chile",18.5
"1219","Quilpue","Chile",18.5
"1220","Villa Alemana","Chile",18.5
"1221","Putian","China",18.5
"1222","Xiamen","China",18.5
"1223","Chikkamagaluru","India",18.5
"1224","Halabjah","Iraq",18.5
"1225","Hadera","Israel",18.5
"1226","Magenta","Italy",18.5
"1227","Vittuone","Italy",18.5
"1228","Kulim","Malaysia",18.5
"1229","Port Dickson","Malaysia",18.5
"1230","Otwock","Poland",18.5
"1231","Katowice","Poland",18.5
"1232","Osan","South Korea",18.5
"1233","Bartin","Turkey",18.5
"1234","Vimodrone","Italy",18.4
"1235","Krompachy","Slovakia",18.4
"1236","Durban","South Africa",18.4
"1237","Thabazimbi","South Africa",18.4
"1238","Inje-gun","South Korea",18.4
"1239","Puttalam","Sri Lanka",18.4
"1240","Zanzibar","Tanzania",18.4
"1241","Pattaya City","Thailand",18.4
"1242","Hua Hin","Thailand",18.4
"1243","Baku","Azerbaijan",18.3
"1244","Da hinggan Ling","China",18.3
"1245","Kazincbarcika","Hungary",18.3
"1246","Nerviano","Italy",18.3
"1247","Rho","Italy",18.3
"1248","Hongseong","South Korea",18.3
"1249","Yongin","South Korea",18.3
"1250","Kinmen","Taiwan",18.3
"1251","Bang Chalong","Thailand",18.3
"1252","Campinas","Brazil",18.2
"1253","Qujing","China",18.2
"1254","Lishui","China",18.2
"1255","Madikeri","India",18.2
"1256","Sungai Petani","Malaysia",18.2
"1257","Lima","Peru",18.2
"1258","San Jose del Monte","Philippines",18.2
"1259","Kepie","Poland",18.2
"1260","Celje","Slovenia",18.2
"1261","Gunpo","South Korea",18.2
"1262","Seongju","South Korea",18.2
"1263","Thai Ban","Thailand",18.2
"1264","Guarulhos","Brazil",18.1
"1265","Temuco","Chile",18.1
"1266","Zhuhai","China",18.1
"1267","Wuxue","China",18.1
"1268","Satna","India",18.1
"1269","Milano","Italy",18.1
"1270","Seremban","Malaysia",18.1
"1271","Kutno","Poland",18.1
"1272","Lask","Poland",18.1
"1273","Radomsko","Poland",18.1
"1274","Sintesti","Romania",18.1
"1275","Midstream","South Africa",18.1
"1276","Gwangmyeong","South Korea",18.1
"1277","Yeongju","South Korea",18.1
"1278","Yongsan-dong","South Korea",18.1
"1279","Negombo","Sri Lanka",18.1
"1280","Kaohsiung","Taiwan",18.1
"1281","Chachoengsao","Thailand",18.1
"1282","Ban Bueng","Thailand",18.1
"1283","Chifeng","China",18
"1284","Bello","Colombia",18
"1285","Vijayapura","India",18
"1286","Aktau","Kazakhstan",18
"1287","Silao","Mexico",18
"1288","Danilovgrad","Montenegro",18
"1289","Taguig","Philippines",18
"1290","Popricani","Romania",18
"1291","Savski Venac","Serbia",18
"1292","Rakičan","Slovenia",18
"1293","Paju","South Korea",18
"1294","Yangpyeong","South Korea",18
"1295","Aranyaprathet","Thailand",18
"1296","Bang Bo District","Thailand",18
"1297","Bang Phli","Thailand",18
"1298","Puerto Varas","Chile",17.9
"1299","San Fernando","Chile",17.9
"1300","Huizhou","China",17.9
"1301","Changleng","China",17.9
"1302","Denpasar","Indonesia",17.9
"1303","Kfar Masaryk","Israel",17.9
"1304","Belgrade","Serbia",17.9
"1305","Taean","South Korea",17.9
"1306","Suwon","South Korea",17.9
"1307","Kanchanaburi","Thailand",17.9
"1308","Baoshan","China",17.8
"1309","Tirunelveli","India",17.8
"1310","Bnei Brak","Israel",17.8
"1311","Kaskelen","Kazakhstan",17.8
"1312","Eldoret","Kenya",17.8
"1313","Thakhek","Laos",17.8
"1314","Kuala Terengganu","Malaysia",17.8
"1315","Leon","Mexico",17.8
"1316","Kalisz","Poland",17.8
"1317","Ermelo","South Africa",17.8
"1318","Thung Sukhla","Thailand",17.8
"1319","Dali","China",17.7
"1320","Zhoushan","China",17.7
"1321","Girardota","Colombia",17.7
"1322","Hanganakatti","India",17.7
"1323","Arad","Israel",17.7
"1324","Giv'at Shmuel","Israel",17.7
"1325","Macao","Macao SAR",17.7
"1326","Kuala Lumpur","Malaysia",17.7
"1327","Guadalajara","Mexico",17.7
"1328","Krakow","Poland",17.7
"1329","Voluntari","Romania",17.7
"1330","Beocin","Serbia",17.7
"1331","Subotica","Serbia",17.7
"1332","Wonju","South Korea",17.7
"1333","Yangju","South Korea",17.7
"1334","Gumi","South Korea",17.7
"1335","Ambalangoda","Sri Lanka",17.7
"1336","Bang Kaeo","Thailand",17.7
"1337","Bang Pla","Thailand",17.7
"1338","Even Yehuda","Israel",17.6
"1339","Nindiri","Nicaragua",17.6
"1340","Lublin","Poland",17.6
"1341","Goczalkowice Zdroj","Poland",17.6
"1342","Dębica","Poland",17.6
"1343","Mielec","Poland",17.6
"1344","Lazarevac","Serbia",17.6
"1345","Zagorje ob Savi","Slovenia",17.6
"1346","Boryeong","South Korea",17.6
"1347","Hayang","South Korea",17.6
"1348","Monaragala","Sri Lanka",17.6
"1349","Hin Lek Fai","Thailand",17.6
"1350","Kilimli","Turkey",17.6
"1351","Zvornik","Bosnia Herzegovina",17.5
"1352","Georgetown","Guyana",17.5
"1353","Badung","Indonesia",17.5
"1354","Kiryat Gat","Israel",17.5
"1355","Benevento","Italy",17.5
"1356","Gelugor","Malaysia",17.5
"1357","Ilinden","North Macedonia",17.5
"1358","Kędzierzyn-Koźle","Poland",17.5
"1359","Gwangju","South Korea",17.5
"1360","Seoul","South Korea",17.5
"1361","Buri Ram","Thailand",17.5
"1362","Sam Roi Yot","Thailand",17.5
"1363","Da Nang","Vietnam",17.5
"1364","Quan Ba","Vietnam",17.5
"1365","Curanilahue","Chile",17.4
"1366","Hualqui","Chile",17.4
"1367","Curico","Chile",17.4
"1368","Shanwei","China",17.4
"1369","Rychvald","Czech Republic",17.4
"1370","El Chol","Guatemala",17.4
"1371","Qiryat Bialik","Israel",17.4
"1372","Brescia","Italy",17.4
"1373","Puebla","Mexico",17.4
"1374","Manila","Philippines",17.4
"1375","Chojnow","Poland",17.4
